ID,sign,category,date,horoscope,horoscope_cleaned
13199,scorpio,love,20200709,"The current aspect gives you all the confidence you need to express your feelings to someone whom you admire intensely. You may have wondered if it would be better to let them have the first word, but time is passing and you may be impatient to start the ball rolling. A conversation you have with them today could be very significant. You will feel jubilant!",current aspect gives confidence express feelings whom admire intensely wondered would better let first word passing impatient start ball rolling conversation significant jubilant
13200,scorpio,love,20200710,"The current planetary alignment could be the catalyst for some deep discussion between you and a loved one. If you have been evading a certain issue associated with your beliefs, then you may need to hold a conversation that will clear up this matter once and for all. This problem has been causing difficulties for a while, so it is a good idea to sort it out now.",current alignment catalyst deep discussion between loved evading certain issue associated beliefs then hold conversation clear matter once problem has causing difficulties while idea sort
13201,scorpio,love,20200711,You may not feel in the mood for any nonsense as far as a loved one is concerned. The current astral energy is goading you into saying something about an issue that has had you on tenterhooks for some time. You have probably been brooding over this for a while and could suddenly feel as though you are about to explode. Just don't make a fool of yourself.,mood any nonsense far loved concerned current astral goading saying issue has had tenterhooks probably brooding over while suddenly though explode fool
13202,scorpio,love,20200712,"Current planetary energies may encourage you to tell a few white lies to a loved one in order to cover up a very embarrassing truth. While this may work for a while, they will begin to sense that something is not quite right, as long as you try and maintain the pretense. It would be better to be honest, even if it does create discomfort for a while.",current energies encourage tell few white lies loved order cover embarrassing truth while while begin sense quite right long maintain pretense would better honest even does create discomfort while
13203,scorpio,love,20200713,"If you are trying to give some indication to someone of just how much they mean to you, then take advantage of the current astral energy to send them the perfect romantic message. You could even write a love poem if you feel inspired enough to do so. Any gift that conveys the sincerity of your feelings will touch them deeply and make them aware of how much you care.",trying give indication mean then advantage current astral send perfect romantic message even write poem inspired enough any gift conveys sincerity feelings touch deeply aware care
13204,scorpio,love,20200714,"If you have been trying to attract the attention of someone rather special, you will need to be less subtle and make your requests more forthright. Today's astral configuration gives you the extra impetus you need to explain exactly how you feel. Don't try and twist the truth to make yourself less vulnerable; for once be completely honest. They will then be much more open and encouraging.",trying attract attention rather special less subtle requests forthright astral configuration gives extra impetus explain exactly twist truth less vulnerable once completely honest then open encouraging
13205,scorpio,love,20200715,"Today's astral configuration gives you the chance to express yourself in a way that may yet win over another's heart. If all of your other forms of persuasion and coercion have failed to move them, then the cosmos may have just the answer you have been looking for. Something that you say, or a line of conversation that you pursue holds the key to their heart.",astral configuration gives chance express yet win over another's heart forms persuasion coercion failed move then cosmos answer looking say line conversation pursue holds key their heart
13206,scorpio,love,20200716,"The current aspect means you have a wonderful opportunity to make amends with your partner (current or prospective) after a time when you may have found it difficult to communicate properly. You will realize the folly of your ways and find the confidence and warm-heartedness to approach each other from a more positive stance. Take the time to go out and have some fun, as laughter will work wonders for you both.",current aspect means wonderful opportunity amends partner current prospective after found difficult communicate properly realize folly ways confidence warmheartedness approach each positive stance fun laughter wonders both
13207,scorpio,love,20200717,"The alignment of the planets means that you could have a lot of fun today. You can also have a great time with your loved one and can restore their sense of humor after a particularly trying time. This is especially so if you are willing to arrange a wonderful night out, if possible, and take them someplace where they can meet and talk to new and different people safely.",alignment planets means lot fun also great loved restore their sense humor after particularly trying especially willing arrange wonderful night possible someplace where meet talk different safely
13208,scorpio,love,20200718,"Today's planetary energy could mean that whilst you appear all sweetness and light on the surface, underneath you are quietly critical of your loved one. Although nothing is being said, they may be picking up that all is not well and feeling quite irritated without really knowing why. If you have an axe to grind, then perhaps it would be better to do this openly, rather than stew quietly.",mean whilst appear sweetness light surface underneath quietly critical loved although nothing being said picking well feeling quite irritated without really knowing why axe grind then perhaps would better openly rather stew quietly
13209,scorpio,love,20200719,"The planetary alignment may encourage you to listen more closely to what your crush has to say. You usually enjoy being the one to tell the stories and to come out with all the sharp and witty comments, but this time you will be much more aware that their words alone are not conveying all they really want to say. You will need to call upon your ability to read between the lines!",alignment encourage listen closely crush has say usually enjoy being tell stories come sharp witty comments aware their words alone conveying really say call upon ability read between lines
13210,scorpio,love,20200720,"Don't allow this day to go by without trying your hand at writing some wonderful love poetry for that special person in your life. The astral energy indicates that inspiration is bubbling away just beneath the surface of your mind, and as long as you are expressing the real emotions of your heart, you can be sure you will make a wonderful and lasting impression. Go on! Be brave!",allow without trying hand writing wonderful poetry special person astral indicates inspiration bubbling away beneath surface mind long expressing real emotions heart sure wonderful lasting impression brave
13211,scorpio,love,20200721,"There is a very enjoyable atmosphere that makes it easier to get out and socialize in whatever way that’s possible, as people are very open to meeting others and to talking about themselves, their lives, their joys and sorrows in a safe environment. The planetary energy brings a touch of romantic promise, although there will not likely be anything too passionate occurring straight away, especially if you have only just met - but just give it time.",enjoyable atmosphere makes easier socialize whatever that’s possible open meeting talking themselves their lives their joys sorrows safe environment brings touch romantic promise although likely anything too passionate occurring straight away especially only met give
13212,scorpio,love,20200722,"Communication between people is usually attempted in order to clear matters up and to bring hidden things out into the light. But with today's celestial energy, things that ought to be quite obvious are somehow ignored or pushed to one side, while the conversation continues with a discussion of everything but the real issue in question. If you can be plain speaking, you will be rewarded.",communication between usually attempted order clear matters bring hidden light celestial ought quite obvious somehow ignored pushed side while conversation continues discussion everything real issue question plain speaking rewarded
13213,scorpio,love,20200723,"If you have been attempting to keep an affair secret, then it may come out into the open, due to the influence of today's celestial energy. However, it may not be someone else who spills the beans, but you yourself, as you decide that this has now become important enough to share with the world. Although it may be a difficult decision - it will be worth it in the long term.",attempting keep affair secret then come open due influence celestial however else who spills beans decide has become important enough share world although difficult decision worth long term
13214,scorpio,love,20200724,"It is the thought of future possibilities, of all that you could accomplish if you could work and live as a team with your romantic partner, that is making you want to make more of an effort in your relationship. The alignment of the planets encourages you set down your goals and plans and have a frank discussion about how you can bring them to fruition, together.",thought future possibilities accomplish live team romantic partner making effort relationship alignment planets encourages set down goals plans frank discussion bring fruition together
13215,scorpio,love,20200725,"Today's astral energy gives any discussion that you become involved in today some extra punch and bite. If you are intending to have one of ""those"" conversations with your partner, then it may be best not to get too carried away, even though you may feel justified in doing so. You may jeopardize the relationship, especially if you get into a mode of profound self-righteousness!",astral gives any discussion become involved extra punch bite intending those conversations partner then best too carried away even though justified doing jeopardize relationship especially mode profound
13216,scorpio,love,20200726,"The aspect at play encourages you to consider taking up a course of study that will bring you more opportunities in the future. However, it will also enable you to meet people of like mind, who share similar interests. Whatever it is that fascinates you, someone is going to want to share this adventure with you, and you may become very close.",aspect play encourages consider taking course study bring opportunities future however also enable meet mind who share similar interests whatever fascinates going share adventure become close
13217,scorpio,love,20200727,"This could be a day full of mixed influences, but not without a lot of promise. You may find that whilst certain areas of your life may be a little confused at the moment, one particular area is about to shine. Through discussing some very new and original ideas, or by sharing something that is very dear to you, you may develop a strong bond with someone. Surprise!",full mixed influences without lot promise whilst certain areas little confused moment particular area shine through discussing original ideas sharing dear develop strong bond surprise
13218,scorpio,love,20200728,"You know that something is looming large on the horizon, that someone is about to come into your life in a big way. As yet you may not be sure just who it is, but if you look around carefully, the signs are all there. You may, however, be in for a surprise that you had not anticipated. That is just how strongly you actually do feel about this person.",know looming large horizon come big yet sure who look around carefully signs however surprise had anticipated strongly actually person
13219,scorpio,love,20200729,"Sometimes your love life really sparkles. Today those flashes of brilliance have a slightly escapist edge to them. You may well find that a heady combination of circumstances means that you are swept off your feet before you even got up to dance. You will feel completely spellbound. So, don't promise your all on the strength of what happens today. But do, by all means, enjoy yourself.",sometimes really sparkles those flashes brilliance slightly escapist edge well heady combination circumstances means swept off feet before even got dance completely spellbound promise strength happens means enjoy
13220,scorpio,love,20200730,"It doesn't matter how many times you tell someone - if they don't want to hear, they become deaf to your words. How many times have you already told that special person how you feel, yet still they persist in wildly underestimating the impact they have on you? Today you may have to resort to some highly imaginative methods that leave them in no doubt about your intent.",doesn't matter many times tell hear become deaf words many times already told special person yet still persist wildly impact resort highly imaginative methods leave no doubt intent
13221,scorpio,love,20200731,"Today's astral energy is asking you to focus on the sacredness of trust. You don't mean to give away the secrets of your dearest, but in the haste of the moment, and in the excitement of having something interesting to say, you may have spoken out about confidential matters. Now the cat is out of the bag and your loved one may feel hurt. It's time to smooth some ruffled feathers.",astral asking focus trust mean give away secrets dearest haste moment excitement having interesting say spoken confidential matters cat bag loved hurt smooth ruffled feathers
13222,scorpio,love,20200801,"If you can't avoid having an argument today, you may be able to avoid having a major fallout. Although you generally like to try and wriggle out of any kind of tricky situation, especially where your feelings about a certain person are concerned, you will have to admit one or two home truths to yourself. Perhaps you need a little space to get things clear in your head.",can't avoid having argument able avoid having major fallout although generally wriggle any kind tricky situation especially where feelings certain person concerned admit two home truths perhaps little space clear head
13223,scorpio,love,20200802,"There is much power in your words, especially today. You may not realize it, but you could make a dream come true, or destroy something that has taken a long time to build. There is an intense energy around. You may feel that it is time you sorted out all your issues while you have the verbal power; however, your partner may find it hard to deal with this.",power words especially realize dream come true destroy has taken long build intense around sorted issues while verbal power however partner hard deal
13224,scorpio,love,20200803,"Relationships tend to move in cycles, as I'm sure you have noticed. Just when we think that everything is going really well, we discover that we have forgotten to do something we promised, or just plain forgot to take notice when we should have. Today, talking through some of the things that you regret may make progress very possible and also very swift. You will feel greatly relieved.",relationships tend move cycles i'm sure noticed we think everything going really well we discover we forgotten we promised plain forgot notice we should talking through regret progress possible also swift greatly relieved
13225,scorpio,love,20200804,"How you go about the business of today, isn't just up to you, it really depends on how well you can bring about a transformation in your circumstances, without being too harsh or not thorough enough. It may not mean the end of the relationship; it could also mean a change to a new level. You will be surprised at what can happen when you follow the path that feels right.",business isn't really depends well bring transformation circumstances without being too harsh thorough enough mean end relationship also mean change level surprised happen follow path feels right
13226,scorpio,love,20200805,"No one likes to be told what to do, nor do they like to be ignored. Today's astral alignment indicates that you need to find in your current partnership the balance between fault finding and actually seeing the truth about something that may need correction. If you do this from the heart, you will move forward in a very positive way. A new area of enjoyment will open for both of you.",no likes told nor ignored astral alignment indicates current partnership balance between fault finding actually seeing truth heart move forward positive area enjoyment open both
13227,scorpio,love,20200806,"You may find days like this to be turbulent. When the heat is on in the relationship, you tend to rise to the bait both verbally and cerebrally. Thoughts may be whirling around in your head and you know you need to change your outlook. This could be achieved by taking a vacation, or by literally changing your thoughts about the situation in a constructive way.",days turbulent heat relationship tend rise bait both verbally thoughts whirling around head know change outlook achieved taking vacation literally changing thoughts situation constructive
13228,scorpio,love,20200807,"Today there is a lot of fizz and buzz in the air, perhaps more than even you can cope with. Your closest relationships have an edge of surprise like you may never have experienced before. The keyword is ""sudden."" Nothing happens at a leisurely pace, it just appears right there in front of you, and woe to you if you are not ready.",lot fizz buzz air perhaps even cope closest relationships edge surprise never experienced before keyword sudden nothing happens leisurely pace appears right front woe ready
13229,scorpio,love,20200808,"Your workplace or an appearance at a public function may provide the backdrop to a sensitive romantic encounter today. The cosmos is bringing the possibility of a unique and extraordinary meeting. This may or may not be in a physical sense, and could even take place over the Internet, but the ensuing bond may last longer than you think and be very enjoyable.",workplace appearance public function provide backdrop sensitive romantic encounter cosmos bringing possibility unique extraordinary meeting physical sense even place over internet ensuing bond last longer think enjoyable
13230,scorpio,love,20200809,"The essence of the day is exuberance and enthusiasm all around. You know what you want and are prepared to go all out to get it. With today's celestial configuration, there is a romantic opportunity to meet with someone new at an online educational or spiritual occasion, and more so if it involves a talk. You may even fall in love with the speaker! Inspiration turns you on.",essence exuberance enthusiasm around know prepared celestial configuration romantic opportunity meet online educational spiritual occasion involves talk even fall speaker inspiration turns
13231,scorpio,love,20200810,"How many times do you tell your loved one how you feel about them, yet nothing seems to move them from their position of disbelief? With today's planetary alignment, you may find a new way to create romance. Look for something that contains a hint of wine and poetry, a hint of a summer evening, a beautiful beach and the sight of palm trees against a deep blue sky.",many times tell loved yet nothing seems move their position alignment create romance look contains hint wine poetry hint evening beautiful beach sight palm trees against deep blue sky
13232,scorpio,love,20200811,"With today's astral energy at play, you may find that things in the romance department seem to be very much connected with business or career issues. There is no hurry. If it's going to get serious, it will do so at a leisurely pace. You won't have an opportunity to speed up anything. However, there really is no need to rush, as slow can be just as much fun.",astral play romance department seem connected business career issues no hurry going serious leisurely pace won't opportunity speed anything however really no rush slow fun
13233,scorpio,love,20200812,"Ideas and brainstorming sessions today spark off the kind of atmosphere between you and another that can only be described as high energy. What you realize under the influence of the planetary configuration is that there is someone else in the world who also thinks in the same zany, weird, and uniquely original way that you do. And later you intend to prove it goes deeper than thoughts alone.",ideas brainstorming sessions spark off kind atmosphere between another only described high realize under influence configuration else world who also thinks same zany weird uniquely original later intend prove goes deeper thoughts alone
13234,scorpio,love,20200813,"A powerful occasion or meeting between friends and partners may result in some changes that really surprise you today. With the astral energy at play, you have a great opportunity to really see something you have never been in a position to notice before. Although you may find this a little difficult to cope with, at least you know where you stand, and can make other arrangements accordingly.",powerful occasion meeting between friends partners result changes really surprise astral play great opportunity really see never position notice before although little difficult cope least know where stand arrangements accordingly
13235,scorpio,love,20200814,"This is a very sociable day in all respects, especially as the influence of the planets makes it a great time to communicate with new people and get to know those you may have wanted to contact for some time. It's a time for fun and laughter, for discovering many things about each other, and finally saying how you feel, if this is appropriate. In other words, it's a good time to party, if possible.",sociable respects especially influence planets makes great communicate know those wanted contact fun laughter discovering many each finally saying appropriate words party possible
13236,scorpio,love,20200815,"Today's astral configuration indicates that you have quite a day ahead of you. There is a strong energy around that will not take no for an answer. Action is the answer to any problems - you usually enjoy talking, but today conversation goes out the window. Be prepared to show your loved one exactly how you feel. This is entirely appropriate and will be taken in the right way.",astral configuration indicates quite ahead strong around no answer action answer any problems usually enjoy talking conversation goes window prepared show loved exactly entirely appropriate taken right
13237,scorpio,love,20200816,"There is something almost secretive about love and romance today. Whether people are aware of a certain relationship that you are involved in or not, it will be of special significance. There is time to share things together in a particularly endearing way. It could be a good occasion to buy your dearest one a present that sums up how you feel about them. This will surely bring a smile to their face.",almost secretive romance whether aware certain relationship involved special significance share together particularly endearing occasion buy dearest present surely bring smile their face
13238,scorpio,love,20200817,"You normally are very talkative, and it can be difficult to get a word in edgeways; however, with today's planetary configuration, you find yourself curiously unable to speak. It may be that what you have to talk about also involves a step into the unknown, and you are somewhat fearful of the consequences. But if you can take that first step, you will see the difference.",normally talkative difficult word however configuration curiously unable speak talk also involves step unknown somewhat fearful consequences first step see difference
13239,scorpio,love,20200818,"Patterns of thought are interfering with a course of action or a relationship with someone close that you are trying to resolve. The current planetary configuration is bringing these to the surface, allowing you to see the cause of the problems more clearly. You have a good chance of moving through this if you can talk about it with the person concerned. They will at least understand.",patterns thought interfering course action relationship close trying resolve current configuration bringing these surface allowing see cause problems clearly chance moving through talk person concerned least understand
13240,scorpio,love,20200819,"Sometimes rules are meant to be broken, but relationships are like eggs, once broken they are never the same again. The day's planetary aspect applies some unconventional pressure to your close relationships, which may be a good thing, or not. It depends if you want to stray just far enough to have a good time, or whether you stray so far you won't be able to come back.",sometimes rules meant broken relationships eggs once broken never same again day's aspect applies unconventional pressure close relationships which thing depends stray far enough whether stray far won't able come back
13241,scorpio,love,20200820,This may seem like a day when things seem slow but also sweet. There may be a lot of talking about things that don't seem to have any relevance as far as you are concerned. But it does give the opportunity for you to actually digest a meal if you are eating with your loved one - which may be a good idea. Harmony reigns and even your stomach stays calm.,seem seem slow also sweet lot talking seem any relevance far concerned does give opportunity actually digest meal eating loved which idea harmony reigns even stomach stays calm
13242,scorpio,love,20200821,"You more than most may find today extremely stimulating - in a very cerebral sense that is. You and your nearest and dearest may spend many happy hours talking and talking under the energy of the planetary aspect that is forming. You can tease every last ounce of meaning out your favorite poems or philosophical essay, and slowly, very slowly reveal the meaning hidden behind a veil of allusions. This is a day you will remember.",most extremely stimulating cerebral sense nearest dearest spend many happy hours talking talking under aspect forming tease every last ounce meaning favorite poems philosophical slowly slowly reveal meaning hidden behind veil remember
13243,scorpio,love,20200822,"Don't make a big issue out of something that really is not such a big a deal. You can try and get to the bottom of the problem by using a little determination and good humor. Today's planetary configuration indicates that there is a chance your imagination will run away with you when dealing with partners, so just be aware of what you really are saying or doing.",big issue really such big deal bottom problem using little determination humor configuration indicates chance imagination run away dealing partners aware really saying doing
13244,scorpio,love,20200823,"You can use the power of words today to make quite a difference to your romantic life. If you need to make any changes, then the energy of the day's planetary configuration will help you do this. Where you are coming from is an important issue, and you may be causing disappointment. If you can share with each other on an equal basis, this would be better.",use power words quite difference romantic any changes then day's configuration help where coming important issue causing disappointment share each equal basis would better
13245,scorpio,love,20200824,"You love to chat about everything under the sun, but the planetary aspect at play makes some of the talk a little like a sermon delivered by a very high-powered preacher. Whether it's you initiating the conversation, or another, you both need to stop forcing one particular outcome. Move with the moment, and just let the discussion flow. This will produce a truly satisfactory result.",chat everything under sun aspect play makes talk little delivered highpowered whether initiating conversation another both stop forcing particular outcome move moment let discussion flow produce truly satisfactory result
13246,scorpio,love,20200825,"With today's planetary configuration, you feel very full of the magic of life. You can do a lot to improve your romantic life, but it needs to be based on reality, and not on idle promises. You have the possibility of having a good day, but if you say that you are going to take your dearest to Paris for lunch, then mean it - otherwise there could be problems.",configuration full magic lot improve romantic needs based reality idle promises possibility having say going dearest lunch then mean otherwise problems
13247,scorpio,love,20200826,"Talking may seem a little more difficult today, especially where your closest relationships are concerned. The planetary configuration that is forming in the heavens brings a sense of estrangement. This may be because you have had too much work or other responsibilities and commitments that have meant sharing less time together. Although there may be some hurt feelings, take the time to be with them and tell them how you feel.",talking seem little difficult especially where closest relationships concerned configuration forming heavens brings sense estrangement because had too responsibilities commitments meant sharing less together although hurt feelings tell
13248,scorpio,love,20200827,"You won't have to look very far if you need advice on where to go on your date today, as friends are only too willing to accompany you and join in the fun whenever possible. The day's planetary configuration indicates that you will have to be strong if you wish to be alone with your lover to enjoy some quiet moments. Others want to create a party atmosphere with you.",won't look far advice where date friends only too willing accompany join fun whenever possible day's configuration indicates strong wish alone lover enjoy quiet moments create party atmosphere
13249,scorpio,love,20200828,"Some celestial aspects have it, and some don't. Today's planetary configuration may promise you the world, but make sure you sign a guarantee before giving your heart away. This could be a wonderful opportunity for romance, arousing feelings you have not experienced for a while. Alternatively, you may find the whole experience disappointing. Choose your conversation carefully in order to discover what you may be getting into.",celestial aspects configuration promise world sure sign guarantee before giving heart away wonderful opportunity romance arousing feelings experienced while alternatively whole experience disappointing choose conversation carefully order discover getting
13250,scorpio,love,20200829,"You have a chance to slow down concerning your close personal relationships. This is not a time to set the pace too fast, but to allow everything to unfold in its own way and time. The day's celestial aspect gives the opportunity to do so. If there are things to do together, just enjoy the feeling of closeness and the renewed warmth this brings.",chance slow down concerning close personal relationships set pace too fast allow everything unfold its own day's celestial aspect gives opportunity together enjoy feeling closeness renewed warmth brings
13251,scorpio,love,20200830,"Partners are all set to take you off on the experience of a lifetime. You have a chance to adventure into unknown zones. The current celestial aspect indicates that with this there is a price. Nothing comes free. You may have to commit yourself to something more than a casual relationship; perhaps create a deeper bond. If this is what you want, then go for it.",partners set off experience lifetime chance adventure unknown zones current celestial aspect indicates price nothing comes free commit casual relationship perhaps create deeper bond then
13252,scorpio,love,20200831,"Today is certainly a time when partnerships, relationships, and meetings with people are strongly indicated. You will have many chances to interact with others, and to exchange ideas with them. You will also find that there may be one person you resonate with particularly, someone who makes you feel really good. Whether this is love or friendship, you will enjoy the contact.",certainly partnerships relationships meetings strongly indicated many chances interact exchange ideas also person resonate particularly who makes really whether friendship enjoy contact
13253,scorpio,love,20200901,"Partners may take you on a strange journey today. You could be going to places you have never been before, but that you will definitely wish to visit again. If you are single, you may meet someone ravishing and fascinating at a place where others share your own unique interests. Anywhere unusual or different would be the place to go.",partners strange journey going places never before definitely wish visit again single meet ravishing fascinating place where share own unique interests anywhere unusual different would place
13254,scorpio,love,20200902,"The day's celestial orientation brings you that feeling of ""double-trouble"" again. You are once more of two minds about a certain issue concerning your loved one. Although they may also be in a fever of confusion, all you need to do is listen to your heart, and then act from there. If you do what you think you should, the confusion may get worse.",day's celestial orientation brings feeling doubletrouble again once two minds certain issue concerning loved although also fever confusion listen heart then act think should confusion worse
13255,scorpio,love,20200903,"Your partner may have something on their mind, which you will soon discover is, in fact, quite a good plan. But it does involve a deeper sense of commitment from you. This will really test the quality of the relationship. If you are ready to step into such an arrangement - then all you have to do is say ""yes."" Listen to your heart.",partner their mind which soon discover fact quite plan does involve deeper sense commitment really test quality relationship ready step such arrangement then say yes listen heart
13256,scorpio,love,20200904,"This could be a great day for communicating with all kinds of people. If you are seeking that special relationship, then it is even more perfect. But make sure you reach out to make new friends. Conversation is key here. Not that you are usually stuck for words in any way - but today you will probably be even more witty and charming than normal.",great communicating kinds seeking special relationship then even perfect sure reach friends conversation key here usually stuck words any probably even witty charming normal
13257,scorpio,love,20200905,"Today you can put on a real magic act. You can spin words the way a magician performs tricks, and make others hear things that you didn't actually say. You can even create a complete tale that sounds plausible enough, but that never happened. But don't be too cavalier about it - your loved one knows you too well. Don't go too far.",put real magic act spin words magician performs tricks hear didn't actually say even create complete tale sounds plausible enough never happened too cavalier loved knows too well too far
13258,scorpio,love,20200906,"The day's planetary configuration brings with it a surprise that you will want to tell everyone about. The only thing is that you are sworn to secrecy. However, the news is bound to change the lives of you and your loved one in a dramatic way. You may not realize just quite how much until the effect kicks in. One thing though - you'll both be very happy.",day's configuration brings surprise tell everyone only thing sworn secrecy however news bound change lives loved dramatic realize quite until effect kicks thing though you'll both happy
13259,scorpio,love,20200907,"The day's planetary constellation is bringing you some apprehensive thoughts. You may not be able to pinpoint exactly what they are, but you will have a fair idea. Your current relationship has reached a point where it may well change into something stronger and more committed. This is the problem, as you have a niggling doubt. Examine this before making any decisions.",day's constellation bringing apprehensive thoughts able pinpoint exactly fair idea current relationship has reached point where well change stronger committed problem niggling doubt examine before making any decisions
13260,scorpio,love,20200908,"Today may make you very aware of just how far you have come in getting to know someone with whom you work. You may be surprised to find that, as well as being able to cooperate on a very practical basis, you also share the same spiritual ideals. This may come as a quite a revelation and will cement the bond more firmly.",aware far come getting know whom surprised well being able cooperate practical basis also share same spiritual ideals come quite revelation cement bond firmly
13261,scorpio,love,20200909,"This a great time for making all kinds of friends. Never has the power of conversation guaranteed so much in so short a time. You have a chance not only to seduce one person, but possibly several, then make a wise decision at the end of the evening. You have a lot of fun ahead, so go for the best.",great making kinds friends never has power conversation guaranteed short chance only seduce person possibly several then wise decision end evening lot fun ahead best
13262,scorpio,love,20200910,"Friends may encourage you to get involved in certain situations from which it may be difficult to extricate yourself later. There is an element of surprise, of doing something you have never done before, or of experimenting with things in ways you have never tried before. This is a day for real adventure. Don't get in too far over your head, though. Use a little brainpower.",friends encourage involved certain situations which difficult extricate later element surprise doing never done before experimenting ways never tried before real adventure too far over head though use little brainpower
13263,scorpio,love,20200911,"It seems to be the influence of friends, and perhaps brothers and sisters, that succeeds in procuring that special someone for you to talk with tonight. But you had better be ready, as the day's planetary aspect indicates that it will be a sizzling occasion. If you are afraid of passion, perhaps you had better make some polite excuses and back out now, before you get singed!",seems influence friends perhaps special talk tonight had better ready day's aspect indicates sizzling occasion afraid passion perhaps had better polite excuses back before
13264,scorpio,love,20200912,"Your main method of seduction is usually by means of charming conversation, which traverses a variety of topics. Today this method has a chance to be put to the test, as you have some major talking to do with someone whose major interest in life is very closely connected with yours. Try talking each other under the table, or anywhere else you desire.",main method seduction usually means charming conversation which variety topics method has chance put test major talking whose major interest closely connected yours talking each under table anywhere else desire
13265,scorpio,love,20200913,"You may find the atmosphere a little heavy today between you and your loved one. The planetary aspect reflects a situation in which neither of you is willing to take action regarding a recent disclosure. But one of you will have to break the ice sooner or later. If you can overcome any feelings of upset and make the first move, things will improve immeasurably.",atmosphere little heavy between loved aspect reflects situation which neither willing action regarding recent break ice sooner later overcome any feelings upset first move improve immeasurably
13266,scorpio,love,20200914,You may feel compelled to let the cat out of the bag today concerning something that you need to discuss with your nearest and dearest. It is clear that an event that occurred in the past will have an effect on both of you if it isn't brought out into the open. Doing so will transform your relationship in a way you cannot possibly imagine.,compelled let cat bag concerning discuss nearest dearest clear event occurred past effect both isn't brought open doing transform relationship cannot possibly imagine
13267,scorpio,love,20200915,"You will enjoy all types of interactions today. You may encounter a person who has some awesomely strange tastes. As you would never let go of a chance to talk to a living freak, you will probably engage this person in conversation. Just don't be surprised by what happens next. Call it love, passion - whatever it is, it's hot!",enjoy types interactions encounter person who has awesomely strange tastes would never let chance talk living freak probably engage person conversation surprised happens next call passion whatever hot
13268,scorpio,love,20200916,"You have a bold opportunity to make your feelings known to someone you think that you care about. The problem is that you're not sure what you really feel, or what their reaction will be. There is only one way to find out, and that is to jump in and seize the chance. Only then will you truly know where you stand.",bold opportunity feelings known think care problem you're sure really their reaction only jump seize chance only then truly know where stand
13269,scorpio,love,20200917,"You can talk all you like, but one issue today is of particular importance. This is connected with the past, and to certain attitudes you held in former times. Although this may not seem too important, you need to talk to your partner about this in order to clear up certain misgivings that they may be having. It can only improve things.",talk issue particular importance connected past certain attitudes held former times although seem too important talk partner order clear certain misgivings having only improve
13270,scorpio,love,20200918,"Conversation today may not be at its most witty and sparkling, but you will nevertheless make quite a lot of progress romantically. The person you have set your sights on may not be the most talkative you have met, but they do have many other qualities that you intend to take seriously. You will probably make an impression if you behave calmly and considerately.",conversation its most witty sparkling nevertheless quite lot progress romantically person set sights most talkative met many qualities intend seriously probably impression behave calmly
13271,scorpio,love,20200919,"You may be exposed to a new vision of your future today, and one that you had not previously considered. Your partner may have quite a surprise in store for you. Not only do they want the relationship to continue to grow, they also want you both to do something very new and quite exciting together. Whatever it is, you will be thrilled.",exposed vision future had previously considered partner quite surprise store only relationship continue grow also both quite exciting together whatever thrilled
13272,scorpio,love,20200920,"You may have a tendency today to blame your partner for anything that seems to be going wrong with your relationship. This may not be the perfect tactic, even though it is a much easier way out. The best solution is to talk to each other about what appears to be wrong and work together to solve it. It always takes two to tango.",tendency blame partner anything seems going wrong relationship perfect tactic even though easier best solution talk each appears wrong together solve always takes two tango
13273,scorpio,love,20200921,"It is fun all the way on the roller coaster of life. Today only really poses one particular problem to your love life, and that is over-indulgence. ""As if there could ever be such a thing!"" you say. But unfortunately, it's true. If you go out with your sugar honey, be wary of eating too much, and drinking far too much.",fun roller coaster only really poses particular problem overindulgence ever such thing say unfortunately true sugar honey wary eating too drinking far too
13274,scorpio,love,20200922,"Today it seems as though others are obsessed with image, but you know that it’s not the most important thing in this world. Even if you sometimes feel your hair or skin isn’t the right color, your body isn’t the right size, or your wardrobe isn’t high-end, there’s someone out there who truly loves you for who you are underneath it all.",seems though obsessed image know it’s most important thing world even sometimes hair skin right color body right size wardrobe there’s who truly loves who underneath
13275,scorpio,love,20200923,"You will feel like entertaining your loved one today. You may also feel like trying out some new ideas, like practicing your mutual telepathic ability. Ask your sweetie to guess whether you love them or not. Perhaps this doesn't need much guessing, as it is probably self-evident, but the winner gets to give the other a really exciting surprise. So, who goes first?",entertaining loved also trying ideas practicing mutual telepathic ability ask sweetie guess whether perhaps doesn't guessing probably selfevident winner gets give really exciting surprise who goes first
